Claim Date,Customer ID,Customer Zip Code,DB Update Date,Insurance Expiry Date,Insurance Status,Model Line,Original Source,Product Production Date,Status,Sub Model Line,Sub Status,Vendor ID,Holding Fee,Insurance Amount,Storage Fee,Total Acquisition Cost
18/04/2008,J12901219,6006,25/01/2011,20/08/2010,Recently Expired,Yard,Corporate System,6/04/1997,COMPLETE,3 Phase,Complete,150268,0,348,652,28292
9/06/2006,J12617349,6006,10/06/2005,,Unknown Status,Yard,State,20/03/1996,COMPLETE,3 Phase,Complete,1824,0,524,240,16336
,J12549969,6006,4/01/2010,9/08/2010,Recently Expired,Core,State-Public,15/06/1993,INCOMPLETE,Compact,Incomplete,,0,324,112,16352
,J12549190,6006,22/01/2010,23/03/2010,Recently Expired,Core,Corporate System,1/05/1993,INCOMPLETE,Compact,Incomplete,,0,1188,0,43720
7/06/2006,J12615400,6006,19/11/2009,9/02/2010,Expired Over 2 Years Ago,Core,State-Public,9/04/1996,COMPLETE,Compact,Complete,205160,0,1092,136,11080
,J12950423,6006,24/04/2008,,Unknown Status,Core,State,22/08/1992,INCOMPLETE,Compact,Incomplete,,0,452,44,16632
2/04/2005,J12553329,6006,24/07/2010,13/03/2011,Recently Expired,Core,Corporate System,12/06/1992,COMPLETE,Compact,Complete,1824,0,356,32,72480
6/05/2006,J12615682,6006,22/02/2010,9/09/2009,Expired Over 2 Years Ago,Core,Corporate System,22/04/1992,COMPLETE,Compact,Complete,145952,0,916,20,10524
,J12575345,6006,26/07/2005,,Unknown Status,Yard,State,5/08/1996,INCOMPLETE,5 Phase,Incomplete,,0,1412,1336,60360
25/08/2009,J13027307,6006,9/03/2011,12/09/2009,Expired Over 2 Years Ago,Yard,Corporate System,4/07/1996,COMPLETE,5 Phase,Complete,149848,0,104,88,27828
7/09/2006,J12629274,6006,7/08/2005,,Unknown Status,Yard,State,18/01/1998,COMPLETE,5 Phase,Complete,205160,0,912,696,19736
19/10/2007,J12826084,6006,17/08/2007,,Unknown Status,Yard,State,24/06/2000,COMPLETE,5 Phase,Complete,205160,0,412,1192,18224
,J12612866,6006,29/12/2009,21/06/2010,Recently Expired,Adventure,State-Public,9/11/1992,INCOMPLETE,Large,Incomplete,,0,416,4,18920
28/12/2007,J12808411,6006,20/11/2007,,Unknown Status,Core,State,9/11/1998,COMPLETE,Dual Phase,Complete,150268,0,344,124,12492
5/11/2007,J12721183,6006,15/09/2007,,Unknown Status,Core,State,3/08/1997,COMPLETE,Dual Phase,Complete,150268,0,1476,512,57600
7/09/2007,J12735366,6006,13/10/2007,,Unknown Status,Core,State,1/12/1997,COMPLETE,Dual Phase,Complete,1824,0,260,696,10460
23/01/2008,J12839435,6006,25/04/2008,,Unknown Status,Core,Technical Doc,31/07/1998,COMPLETE,Dual Phase,Complete,1824,0,20,572,85800
31/12/2007,J12785243,6006,30/09/2011,,Unknown Status,Core,Corporate System,31/12/1997,COMPLETE,Compact,Complete,150268,0,172,4,23300
,J12914240,6006,24/04/2008,,Unknown Status,Core,Technical Doc,23/09/1999,INCOMPLETE,Compact,Incomplete,,0,1828,120,46560
5/12/2007,J12807138,6006,8/01/2008,,Unknown Status,Core,State,27/09/1998,COMPLETE,Compact,Complete,150268,0,340,564,21020
29/01/2008,J12849261,6006,23/02/2008,,Unknown Status,Core,State,2/02/2002,COMPLETE,Compact,Complete,1824,0,148,432,20552
8/11/2007,J12686587,6006,18/08/2007,,Unknown Status,Core,State,5/01/1998,COMPLETE,Compact,Complete,1824,0,1256,20,38800
,J12931109,6006,6/04/2010,,Unknown Status,Core,Corporate System,28/07/2001,INCOMPLETE,Compact,Incomplete,,0,320,124,11828
13/12/2007,J12828418,6006,30/06/2008,,Unknown Status,Core,State,30/04/2000,COMPLETE,Compact,Complete,1824,0,448,68,20608
,J13040341,6906,9/01/2011,12/12/2010,Recently Expired,Core,Corporate System,18/06/1993,INCOMPLETE,Dual Phase,Incomplete,,652,232,0,14632
,J12725816,6906,19/06/2011,,Unknown Status,Bat,Corporate System,26/04/1993,INCOMPLETE,3 Phase,Incomplete,,0,616,108,12324
,J12646320,6906,15/11/2009,18/12/2009,Expired Over 2 Years Ago,Core,Corporate System,26/05/1996,INCOMPLETE,Compact,Incomplete,,0,1144,104,11704
10/10/2007,J12674409,6906,25/05/2010,25/04/2011,Recently Expired,Core,Corporate System,19/01/1993,COMPLETE,Compact,Complete,149840,0,1468,32,38400
27/12/2007,J12797042,6906,13/08/2009,,Unknown Status,Core,Corporate System,9/11/2000,COMPLETE,Compact,Complete,150268,0,296,612,21432
21/01/2008,J12844439,6906,13/06/2008,,Unknown Status,Core,State,11/07/2000,COMPLETE,Compact,Complete,1824,0,488,668,24300
26/12/2005,J12562592,5037,21/09/2011,8/01/2010,Expired Over 2 Years Ago,Core,Corporate System,1/07/1992,COMPLETE,Dual Phase,Complete,24752,0,700,140,32760
,J12599125,5037,5/08/2009,2/08/2010,Recently Expired,Core,State-Public,6/12/1996,INCOMPLETE,Dual Phase,Incomplete,,0,304,48,17200
7/11/2007,J12687308,5037,28/06/2007,,Unknown Status,Bat,State,8/02/1993,COMPLETE,3 Phase,Complete,4284,0,160,172,68760
22/06/2006,J12614183,5037,25/07/2006,,Unknown Status,Yard,Public Company,21/11/1997,COMPLETE,3 Phase,Complete,4284,0,720,456,25172
27/12/2007,J12779141,5037,19/12/2007,,Unknown Status,Yard,State,10/03/2001,COMPLETE,3 Phase,Complete,4284,0,640,896,22788
17/07/2006,J12593758,5037,7/11/2009,28/07/2010,Recently Expired,Core,State-Public,22/06/1996,COMPLETE,Compact,Complete,145768,0,1144,76,36880
,J12645901,5037,19/08/2010,,Unknown Status,Yard,Corporate System,14/07/1997,INCOMPLETE,5 Phase,Incomplete,,0,652,476,11852
,J13011057,5037,10/08/2008,,Unknown Status,Yard,State,9/07/1999,INCOMPLETE,5 Phase,Incomplete,,0,1532,256,10088
,J12736021,5037,20/08/2007,,Unknown Status,SL-400,State,7/09/2000,INCOMPLETE,2 Piece,Incomplete,,0,4688,316,50956
,J12810728,5037,10/01/2012,,Unknown Status,Core,Corporate System,22/04/1999,INCOMPLETE,Dual Phase,Incomplete,,0,1300,684,13880
18/08/2007,J12699062,5037,9/10/2007,,Unknown Status,Core,State,23/12/1998,COMPLETE,Compact,Complete,145768,0,1976,596,12692
12/12/2007,J12712809,5037,17/09/2007,,Unknown Status,Core,State,5/11/1997,COMPLETE,Compact,Complete,4284,0,1388,432,25624
20/11/2007,J12745957,5037,11/10/2007,,Unknown Status,Core,State,24/09/1998,COMPLETE,Compact,Complete,145768,0,1016,632,10608
16/12/2007,J12810218,5037,27/06/2008,,Unknown Status,Core,State,25/08/2002,COMPLETE,Compact,Complete,4284,0,16,56,24988
2/04/2005,J12551696,2754,29/11/2009,15/05/2010,Recently Expired,Core,Corporate System,5/04/1993,COMPLETE,Dual Phase,Complete,147652,0,28,48,45200
,J12583546,2754,6/06/2010,3/10/2010,Recently Expired,Yard,Corporate System,20/02/1997,INCOMPLETE,Dual Phase,Incomplete,,0,560,420,17780
15/10/2007,J12745717,2754,18/10/2007,,Unknown Status,Yard,State,3/12/1999,COMPLETE,Dual Phase,Complete,147652,0,552,900,27160
28/08/2008,J12986389,2754,9/10/2008,,Unknown Status,Core,Technical Doc,3/07/1992,COMPLETE,Single Phase,Complete,147652,172,776,704,20248
28/03/2006,J12558605,2754,27/11/2009,14/06/2010,Recently Expired,Core,Corporate System,15/03/1996,COMPLETE,Compact,Complete,147652,0,872,12,17120
3/11/2005,J12560059,2754,23/10/2009,15/04/2010,Recently Expired,Core,Corporate System,15/07/1993,COMPLETE,Compact,Complete,149088,0,928,52,15352
,J12814032,2754,18/09/2007,,Unknown Status,Yard,State,25/01/2000,INCOMPLETE,5 Phase,Incomplete,,0,60,532,67760
,J12820474,2754,29/11/2007,,Unknown Status,Yard,Technical Doc,12/05/2001,INCOMPLETE,5 Phase,Incomplete,,0,760,1024,61120
16/06/2008,J12953563,2754,12/07/2008,,Unknown Status,Yard,State,12/09/2000,COMPLETE,5 Phase,Complete,147652,0,112,660,49240
,J12733320,2754,1/05/2009,,Unknown Status,Core,Corporate System,3/08/1998,INCOMPLETE,Dual Phase,Incomplete,,0,328,72,15124
8/01/2008,J12852979,2754,24/11/2009,,Unknown Status,Core,Corporate System,29/07/2002,COMPLETE,Dual Phase,Complete,147652,0,1368,260,15212
5/01/2008,J12828047,2754,23/06/2008,,Unknown Status,Core,State,20/09/2002,COMPLETE,Dual Phase,Complete,147652,0,1108,152,15000
27/09/2007,J12706062,2754,12/09/2007,,Unknown Status,Core,State,31/07/1997,COMPLETE,Compact,Complete,147652,0,412,640,21976
,J13022039,2754,9/05/2009,22/04/2009,Expired Over 2 Years Ago,Core,Corporate System,29/08/2001,INCOMPLETE,Compact,Incomplete,,0,1116,184,17396
15/08/2008,J12934285,2754,28/07/2008,,Unknown Status,Core,State,28/06/2000,COMPLETE,Compact,Complete,32440,0,1780,24,65200
16/11/2007,J12778549,2754,22/02/2012,,Unknown Status,Core,Corporate System,30/09/2000,COMPLETE,Compact,Complete,145332,0,1248,376,99960
25/07/2005,J12555852,,19/02/2010,16/09/2010,Recently Expired,Core,Corporate System,22/05/1993,COMPLETE,Compact,Complete,2236,0,1012,48,80000
,J12937425,2151,5/09/2008,,Unknown Status,Core,State,6/08/1993,INCOMPLETE,Compact,Incomplete,,0,904,168,12104
1/09/2006,J12627663,2151,8/01/2010,10/02/2010,Expired Over 2 Years Ago,Core,State-Public,3/03/1997,COMPLETE,Dual Phase,Complete,1132,0,1456,8,18000
15/02/2006,J12570972,2151,5/04/2011,9/04/2010,Recently Expired,Core,Corporate System,13/02/1994,COMPLETE,Dual Phase,Complete,22616,0,660,28,15848
1/06/2006,J12589142,2151,29/12/2009,5/09/2010,Recently Expired,Core,State-Public,22/06/1996,COMPLETE,Dual Phase,Complete,1132,0,1180,40,11536
1/09/2007,J12689972,2151,5/02/2010,6/09/2010,Recently Expired,Core,State-Public,8/08/1996,COMPLETE,Dual Phase,Complete,145332,0,1100,120,12740
27/04/2005,J12552234,2151,2/06/2010,7/01/2011,Recently Expired,Core,Corporate System,4/11/1992,COMPLETE,Dual Phase,Complete,1132,0,812,48,42480
,J12552536,2151,25/08/2011,18/03/2010,Recently Expired,Core,Corporate System,8/12/1992,INCOMPLETE,Dual Phase,Incomplete,,0,1004,108,79160
2/01/2008,J12841850,2151,25/08/2009,22/09/2009,Expired Over 2 Years Ago,Core,State-Public,25/01/1997,COMPLETE,Dual Phase,Complete,145332,0,728,80,71200
,J12618275,2151,9/11/2009,3/02/2010,Expired Over 2 Years Ago,Core,Corporate System,13/06/1993,INCOMPLETE,Single Phase,Incomplete,,0,332,88,13012
20/09/2008,J12959549,2151,5/07/2008,,Unknown Status,Bat,State,5/04/1993,COMPLETE,3 Phase,Complete,1132,1624,100,440,23912
7/09/2007,J12675771,2151,26/07/2007,,Unknown Status,Bat,State,6/09/1993,COMPLETE,3 Phase,Complete,28552,0,840,116,61880
26/06/2009,J13027474,2151,16/04/2011,25/09/2011,Recently Expired,Yard,State,10/08/1997,COMPLETE,3 Phase,Complete,1132,0,1044,836,23436
20/06/2006,J12620259,2151,29/05/2010,17/10/2010,Recently Expired,Core,Corporate System,19/08/1996,COMPLETE,Compact,Complete,147608,0,388,12,67080
22/06/2005,J12549420,2151,27/11/2009,11/03/2010,Recently Expired,Core,State-Public,20/11/1992,COMPLETE,Compact,Complete,1132,0,228,36,12504
15/10/2007,J12676900,2151,17/12/2009,1/03/2010,Recently Expired,Core,State-Public,19/12/1996,COMPLETE,Compact,Complete,1132,0,172,76,46920
4/10/2005,J12553683,2151,7/12/2009,20/03/2010,Recently Expired,Core,Corporate System,21/05/1993,COMPLETE,Compact,Complete,1132,0,452,84,66760
21/06/2006,J12619403,2151,6/06/2010,3/08/2010,Recently Expired,Core,Corporate System,20/08/1993,COMPLETE,Compact,Complete,22616,0,1292,136,68000
10/10/2005,J12557570,2151,20/12/2009,23/01/2010,Expired Over 2 Years Ago,Core,Corporate System,27/11/1992,COMPLETE,Compact,Complete,145332,0,16,24,74400
15/03/2006,J12566744,2151,8/08/2005,,Unknown Status,Yard,State,18/12/1995,COMPLETE,5 Phase,Complete,28552,0,668,184,19536
,J12602319,2151,29/09/2005,,Unknown Status,Yard,Public Company,21/12/1996,INCOMPLETE,5 Phase,Incomplete,,0,1276,576,24024
27/07/2006,J12630227,2151,30/09/2005,,Unknown Status,Yard,State,11/12/1998,COMPLETE,5 Phase,Complete,27004,0,296,1412,19200
,J12816101,2151,6/10/2007,,Unknown Status,Yard,State,13/06/2000,INCOMPLETE,5 Phase,Incomplete,,0,920,380,14916
7/12/2008,J12991988,2151,3/10/2008,14/09/2009,Expired Over 2 Years Ago,Core,State,28/07/1998,COMPLETE,Dual Phase,Complete,1132,0,344,272,38520
17/11/2007,J12810431,2151,8/11/2007,,Unknown Status,Core,Public Company,9/04/1997,COMPLETE,Dual Phase,Complete,149088,0,1208,648,13564
,J12942160,2151,20/08/2008,,Unknown Status,Core,State,21/08/2000,INCOMPLETE,Dual Phase,Incomplete,,0,1664,232,11440
24/10/2007,J12747858,2151,9/09/2007,,Unknown Status,Core,State,23/11/1998,COMPLETE,Dual Phase,Complete,28552,0,776,376,47600
,J13002224,2151,14/09/2008,,Unknown Status,Core,Corporate System,25/11/2002,INCOMPLETE,Dual Phase,Incomplete,,0,1280,588,37560
,J12781871,2151,6/10/2007,,Unknown Status,Core,State,24/05/1997,INCOMPLETE,Dual Phase,Incomplete,,0,880,344,19128
19/03/2008,J12920322,2151,17/03/2008,,Unknown Status,Core,State,18/11/1997,COMPLETE,Compact,Complete,28552,0,1228,328,17496
31/08/2008,J12983374,2151,14/09/2008,,Unknown Status,Core,State,23/05/2000,COMPLETE,Compact,Complete,1132,0,84,96,38400
,J12953967,2151,9/04/2008,,Unknown Status,Core,State,7/03/2002,INCOMPLETE,Compact,Incomplete,,0,704,508,10068
13/03/2008,J12880924,2151,3/07/2008,,Unknown Status,Core,Corporate System,10/10/2001,COMPLETE,Compact,Complete,27004,0,1596,164,13100
29/02/2008,J12858407,2151,25/04/2008,,Unknown Status,Core,State,23/03/2001,COMPLETE,Compact,Complete,1132,0,188,232,12320
,J12853155,2151,9/06/2008,,Unknown Status,Core,State,7/12/2001,INCOMPLETE,Compact,Incomplete,,0,1520,288,14196
27/07/2006,J12613077,2335,13/07/2009,31/10/2009,Expired Over 2 Years Ago,Yard,State-Public,13/07/1997,COMPLETE,Dual Phase,Complete,148168,0,976,104,69080
22/09/2005,J12555779,2335,10/01/2010,22/02/2010,Expired Over 2 Years Ago,Core,State-Public,3/01/1994,COMPLETE,Single Phase,Complete,176,0,148,96,47480
,J12686927,2335,7/01/2011,,Unknown Status,Bat,Public Company,16/01/1994,INCOMPLETE,3 Phase,Incomplete,,0,676,276,11200
,J12930291,2335,13/06/2008,,Unknown Status,Core,Public Company,3/09/1997,INCOMPLETE,Compact,Incomplete,,0,1028,308,14452
,J12861200,,11/03/2008,,Unknown Status,Yard,Public Company,25/05/2001,INCOMPLETE,5 Phase,Incomplete,,0,16,1060,15540
,J12855419,,15/07/2010,13/09/2008,Expired Over 2 Years Ago,Core,Technical Doc,29/08/1993,INCOMPLETE,Compact,Transferred,,0,92,104,36560
,J12552216,,8/05/2010,9/10/2009,Expired Over 2 Years Ago,Core,Technical Doc,5/08/1993,INCOMPLETE,Dual Phase,Insurance Claim,,0,936,24,11188
13/10/2008,J12986490,1670,2/11/2008,29/06/2009,Expired Over 2 Years Ago,Yard,State,2/03/1999,COMPLETE,3 Phase,Complete,147828,0,712,740,13516
22/06/2008,J12945819,1670,22/06/2008,,Unknown Status,Core,State,23/02/2003,COMPLETE,Dual Phase,Complete,149060,0,1584,284,11824
,J12958625,1670,25/04/2008,,Unknown Status,Core,State,23/01/2001,INCOMPLETE,Compact,Incomplete,,0,1032,388,25920
,J12623486,2113,30/11/2009,25/12/2009,Expired Over 2 Years Ago,Core,Corporate System,11/11/1993,INCOMPLETE,Compact,Incomplete,,0,1084,36,10396
14/07/2008,J12963506,2113,12/07/2008,,Unknown Status,Core,State,12/01/1995,COMPLETE,Compact,Complete,147828,0,8,0,55600
19/11/2006,J12651482,2113,27/08/2011,10/05/2010,Recently Expired,Core,Corporate System,21/06/1994,COMPLETE,Dual Phase,Complete,147608,0,1344,84,69560
17/04/2006,J12601127,2113,13/11/2009,9/02/2010,Expired Over 2 Years Ago,Core,Corporate System,27/11/1992,COMPLETE,Dual Phase,Complete,22616,0,496,112,10376
,J12551689,2113,28/12/2009,12/09/2010,Recently Expired,Core,Corporate System,14/01/1994,INCOMPLETE,Dual Phase,Incomplete,,0,1216,116,76160
19/11/2006,J12643223,2113,10/03/2010,25/08/2010,Recently Expired,Core,Corporate System,3/07/1992,COMPLETE,Dual Phase,Complete,22616,0,892,52,26520
28/07/2005,J12553673,2113,20/10/2009,24/06/2010,Recently Expired,Core,Corporate System,6/02/1993,COMPLETE,Dual Phase,Complete,35236,0,928,88,56000
3/11/2007,J12818811,2113,21/11/2009,4/05/2010,Recently Expired,Core,Corporate System,27/12/1992,COMPLETE,Dual Phase,Complete,149088,0,824,8,69680
24/09/2005,J12555062,2113,23/02/2010,3/10/2010,Recently Expired,Core,Corporate System,4/09/1993,COMPLETE,Dual Phase,Complete,145288,0,920,20,51520
,J12584987,2113,29/12/2009,16/12/2009,Expired Over 2 Years Ago,Core,State-Public,31/10/1996,INCOMPLETE,Dual Phase,Incomplete,,0,552,12,73600
19/03/2007,J12663621,2113,16/11/2009,5/05/2010,Recently Expired,Core,Corporate System,27/11/1992,COMPLETE,Dual Phase,Complete,148168,0,912,28,11840
5/11/2006,J12650462,2113,4/03/2010,10/08/2010,Recently Expired,Core,State-Public,6/07/1992,COMPLETE,Dual Phase,Complete,148168,0,1604,0,14904
29/04/2006,J12595869,2113,12/01/2010,22/12/2010,Recently Expired,Core,Corporate System,29/10/1992,COMPLETE,Dual Phase,Complete,22616,0,1348,92,88840
23/07/2006,J12611432,2113,24/02/2010,16/05/2010,Recently Expired,Yard,Corporate System,21/03/1998,COMPLETE,Dual Phase,Complete,22616,0,1244,600,10328
,J12669973,2113,18/01/2012,1/08/2010,Recently Expired,Yard,Corporate System,4/06/1998,INCOMPLETE,Dual Phase,Incomplete,,0,252,488,10960
,J12720538,2113,7/11/2007,,Unknown Status,Yard,Public Company,4/08/2000,INCOMPLETE,Dual Phase,Incomplete,,0,120,412,10780
13/10/2006,J12628825,2113,11/05/2010,12/08/2010,Recently Expired,Yard,Corporate System,27/06/1996,COMPLETE,Dual Phase,Complete,35500,0,164,348,16572
26/09/2006,J12631646,2113,29/10/2009,16/11/2009,Expired Over 2 Years Ago,Core,Corporate System,4/12/1994,COMPLETE,Single Phase,Complete,22616,0,1356,48,12840
,J12560331,2113,1/11/2009,3/07/2010,Recently Expired,Core,Corporate System,16/03/1996,INCOMPLETE,Single Phase,Incomplete,,0,344,132,13532
27/07/2006,J12591172,2113,24/02/2010,,Unknown Status,Yard,Corporate System,3/02/1997,COMPLETE,3 Phase,Complete,22616,0,856,192,14080
,J12632977,2113,24/10/2005,,Unknown Status,Yard,State,4/09/1997,INCOMPLETE,3 Phase,Incomplete,,0,1128,1296,27868
9/12/2005,J12555492,2113,22/05/2010,11/06/2010,Recently Expired,Core,Corporate System,16/07/1993,COMPLETE,Compact,Complete,16816,0,800,112,18880
18/06/2006,J12615443,2113,18/12/2011,17/03/2010,Recently Expired,Core,Corporate System,10/01/1997,COMPLETE,Compact,Complete,29052,0,1144,56,70200
27/08/2006,J12629284,2113,6/01/2010,26/04/2010,Recently Expired,Core,Corporate System,27/03/1993,COMPLETE,Compact,Complete,22616,0,860,44,97400
21/04/2006,J12609973,2113,13/12/2009,8/01/2010,Expired Over 2 Years Ago,Core,Corporate System,1/03/1997,COMPLETE,Compact,Complete,149088,0,1544,80,15248
,J12601334,2113,21/04/2010,25/12/2010,Recently Expired,Core,Corporate System,14/10/1992,INCOMPLETE,Compact,Incomplete,,0,1156,92,48680
14/04/2005,J12549875,2113,21/11/2009,24/01/2010,Recently Expired,Core,Corporate System,8/08/1992,COMPLETE,Compact,Complete,149088,0,368,72,14664
17/04/2005,J12551371,2113,27/12/2009,28/02/2010,Expired Over 2 Years Ago,Core,Corporate System,13/12/1992,COMPLETE,Compact,Complete,22616,0,968,44,95200
,J12807045,2113,12/01/2008,,Unknown Status,Yard,Public Company,30/08/1999,INCOMPLETE,5 Phase,Incomplete,,0,1076,640,17052
6/07/2008,J12933324,2113,14/08/2008,,Unknown Status,Yard,Public Company,27/07/2000,COMPLETE,5 Phase,Complete,149088,0,1484,876,12524
,J12609428,2113,26/08/2005,,Unknown Status,Yard,State,5/06/1997,INCOMPLETE,5 Phase,Incomplete,,0,212,400,15336
1/04/2006,J12564844,2113,27/08/2005,,Unknown Status,Yard,State,8/10/1998,COMPLETE,5 Phase,Complete,22616,0,776,1252,20868
28/12/2007,J12889377,2113,30/08/2007,,Unknown Status,Yard,State,21/12/1998,COMPLETE,5 Phase,Complete,149088,0,1064,500,55760
,J12609565,2113,4/08/2005,,Unknown Status,Yard,State,14/05/1997,INCOMPLETE,5 Phase,Incomplete,,0,932,988,12092
29/01/2008,J12806122,2113,27/01/2008,,Unknown Status,Yard,Public Company,20/03/2001,COMPLETE,5 Phase,Complete,149088,0,684,1396,14924
6/05/2008,J12868047,2113,13/04/2008,,Unknown Status,Yard,Public Company,6/08/2000,COMPLETE,5 Phase,Complete,149088,0,1136,656,11728
9/06/2008,J12900029,2113,13/04/2008,,Unknown Status,Yard,Public Company,12/02/2001,COMPLETE,5 Phase,Complete,149088,0,340,832,94080
,J12571829,2113,17/08/2005,,Unknown Status,Adventure,State,28/02/1998,INCOMPLETE,Large,Incomplete,,0,1108,552,14312
17/02/2008,J12877475,2113,13/02/2010,,Unknown Status,Adventure,Corporate System,5/01/2000,COMPLETE,Large,Complete,148112,0,284,40,64680
18/02/2006,J12568459,2113,12/06/2005,,Unknown Status,Adventure,State,22/11/1996,COMPLETE,Large,Complete,28552,0,912,844,22288
11/02/2008,J12796092,2113,13/11/2010,,Unknown Status,Adventure,Corporate System,15/07/1999,COMPLETE,Large,Complete,149088,0,800,956,16736
20/03/2006,J12598336,2113,12/08/2005,,Unknown Status,Adventure,State,23/05/1997,COMPLETE,Large,Complete,6492,0,732,740,16028
25/02/2006,J12563660,2113,15/03/2010,,Unknown Status,Adventure,Corporate System,22/05/1996,COMPLETE,Large,Complete,149088,0,332,12,11288
13/01/2007,J12648027,2113,22/07/2009,9/09/2009,Expired Over 2 Years Ago,Adventure,State-Public,22/01/1992,COMPLETE,Large,Complete,26460,0,1120,116,13208
13/08/2008,J12941094,2113,7/01/2010,14/11/2010,Recently Expired,Adventure,Corporate System,1/09/1992,COMPLETE,Large,Complete,32440,648,260,44,24884
15/11/2008,J12991626,2113,25/06/2011,,Unknown Status,SL-300,Technical Doc,23/04/2003,COMPLETE,Dual Phase,Complete,200844,0,468,264,40532
,J12822328,2113,28/12/2007,,Unknown Status,SL-300,Technical Doc,28/12/2002,INCOMPLETE,Dual Phase,Incomplete,,0,5108,1048,18280
22/09/2007,J12679449,2113,5/04/2007,,Unknown Status,SL-300,State,4/07/1997,COMPLETE,Dual Phase,Complete,200084,0,3864,440,97560
11/09/2007,J12708810,2113,3/05/2007,,Unknown Status,SL-300,State,3/03/1999,COMPLETE,Dual Phase,Complete,200084,0,5192,576,16400
15/11/2008,J12996166,2113,13/07/2009,27/01/2009,Expired Over 2 Years Ago,Rook,Corporate System,29/09/2000,COMPLETE,5 Phase,Complete,149088,0,1288,632,18708
,J12918544,2113,6/02/2008,,Unknown Status,Core,State,9/09/1997,INCOMPLETE,Dual Phase,Incomplete,,0,580,500,21704
,J12735719,2113,24/08/2007,,Unknown Status,Core,Public Company,7/03/1998,INCOMPLETE,Dual Phase,Incomplete,,0,84,16,22412
24/09/2007,J12696545,2113,26/09/2007,,Unknown Status,Core,State,9/08/1999,COMPLETE,Dual Phase,Complete,149088,0,1512,236,10788
17/05/2009,J13017779,2113,21/04/2009,7/04/2009,Expired Over 2 Years Ago,Core,Corporate System,19/05/2000,COMPLETE,Dual Phase,Complete,149088,0,1668,360,22744
,J13016377,2113,3/02/2009,8/05/2009,Expired Over 2 Years Ago,Core,Corporate System,8/11/2002,INCOMPLETE,Dual Phase,Incomplete,,0,1632,268,20768
29/10/2007,J12703591,2113,6/09/2007,,Unknown Status,Core,Public Company,19/05/1998,COMPLETE,Dual Phase,Complete,149088,0,416,620,22912
,J12837788,2113,19/07/2011,,Unknown Status,Core,Corporate System,26/07/2002,INCOMPLETE,Dual Phase,Incomplete,,0,340,164,10512
10/01/2008,J12888346,2113,27/06/2008,,Unknown Status,Core,State,25/01/2002,COMPLETE,Dual Phase,Complete,149088,0,1176,180,22632
,J12832609,2113,23/07/2008,,Unknown Status,Core,Public Company,29/11/2002,INCOMPLETE,Dual Phase,Incomplete,,0,1504,324,18372
28/10/2007,J12749637,2113,21/09/2007,,Unknown Status,Core,Public Company,2/05/1997,COMPLETE,Dual Phase,Complete,149088,0,1560,572,67200
22/10/2007,J12752635,2113,26/08/2007,,Unknown Status,Core,State,8/09/1999,COMPLETE,Compact,Complete,149088,0,708,648,16512
6/08/2007,J12687597,2113,14/05/2008,,Unknown Status,Core,Public Company,3/05/1998,COMPLETE,Compact,Complete,149088,0,236,700,17936
4/12/2007,J12710451,2113,2/09/2007,,Unknown Status,Core,State,16/11/1998,COMPLETE,Compact,Complete,149088,0,676,308,14184
20/10/2007,J12717956,2113,11/09/2007,,Unknown Status,Core,State,25/04/1998,COMPLETE,Compact,Complete,144628,0,1416,76,18832
,J12730967,2113,16/02/2011,,Unknown Status,Core,Corporate System,29/08/1999,INCOMPLETE,Compact,Incomplete,,0,840,356,22452
22/02/2008,J12831867,2113,24/04/2011,,Unknown Status,Core,Corporate System,15/08/2001,COMPLETE,Compact,Complete,149088,0,300,236,15016
,J12847984,2113,25/01/2010,,Unknown Status,Core,Corporate System,7/05/2001,INCOMPLETE,Compact,Incomplete,,0,648,208,15244
,J12891964,2113,25/04/2008,,Unknown Status,Core,Public Company,13/06/2002,INCOMPLETE,Compact,Incomplete,,0,432,164,19328
,J12989270,2113,13/12/2008,,Unknown Status,Core,Corporate System,24/10/1997,INCOMPLETE,Compact,Incomplete,,0,944,260,79040
4/09/2007,J12701424,2113,24/07/2007,,Unknown Status,Core,State,6/11/1999,COMPLETE,Compact,Complete,149088,0,868,4,26312
21/03/2008,J12928498,2113,20/07/2009,,Unknown Status,Core,Corporate System,10/03/2000,COMPLETE,Compact,Complete,148112,0,1352,216,43880
,J12891538,2113,15/11/2009,,Unknown Status,Core,Corporate System,20/10/2000,INCOMPLETE,Compact,Incomplete,,0,496,548,57160
30/12/2007,J12829254,1670,25/02/2008,,Unknown Status,Yard,State,19/09/1997,COMPLETE,3 Phase,Complete,149088,0,1192,768,21468
18/01/2008,J12876989,1670,16/12/2007,,Unknown Status,Yard,State,10/06/1997,COMPLETE,5 Phase,Complete,149088,0,1196,580,16480
6/11/2008,J12983052,1670,9/12/2008,20/01/2009,Expired Over 2 Years Ago,Core,State,6/10/2003,COMPLETE,Dual Phase,Complete,147832,0,1156,388,97600
,J12919849,1670,20/05/2008,,Unknown Status,Core,Corporate System,15/02/1999,INCOMPLETE,Compact,Incomplete,,0,256,612,86160
2/12/2007,J12777401,2444,4/02/2011,,Unknown Status,Yard,Technical Doc,14/09/1997,COMPLETE,3 Phase,Complete,149088,0,596,644,12072
15/09/2006,J12638122,,4/09/2008,,Unknown Status,Core,State,14/05/1993,COMPLETE,Compact,Complete,16816,0,860,132,13632
